dataset,target_radius,method,seed,final_rauc
haberman,2.0000,bgr,47,0.743056
haberman,2.0000,uniform,48,0.708333
haberman,2.0000,fixed,48,0.621528
haberman,2.0000,bgr,48,0.731481
haberman,2.0000,uniform,49,0.698495
haberman,2.0000,fixed,49,0.731481
haberman,2.0000,bgr,49,0.731481
haberman,2.0000,uniform,50,0.422454
haberman,2.0000,fixed,50,0.621528
haberman,2.0000,bgr,50,0.741898
haberman,2.0000,uniform,51,0.733218
haberman,2.0000,fixed,51,0.607060
haberman,2.0000,bgr,51,0.719907
haberman,2.0000,uniform,52,0.535301
haberman,2.0000,fixed,52,0.508102
haberman,2.0000,bgr,52,0.710648
haberman,2.0000,uniform,53,0.553241
haberman,2.0000,fixed,53,0.675926
haberman,2.0000,bgr,53,0.731481
haberman,2.0000,uniform,54,0.456597
haberman,2.0000,fixed,54,0.777199
haberman,2.0000,bgr,54,0.731481
haberman,2.0000,uniform,55,0.707176
haberman,2.0000,fixed,55,0.733218
haberman,2.0000,bgr,55,0.731481
haberman,2.0000,uniform,56,0.617477
haberman,2.0000,fixed,56,0.749421
haberman,2.0000,bgr,56,0.731481
haberman,2.0000,uniform,57,0.732060
haberman,2.0000,fixed,57,0.754051
haberman,2.0000,bgr,57,0.731481
haberman,2.0000,uniform,58,0.672454
haberman,2.0000,fixed,58,0.611690
haberman,2.0000,bgr,58,0.731481
haberman,2.0000,uniform,59,0.622685
haberman,2.0000,fixed,59,0.653935
haberman,2.0000,bgr,59,0.731481
MagicTelescope,2.0000,uniform,30,0.617250
MagicTelescope,2.0000,fixed,30,0.519500
MagicTelescope,2.0000,bgr,30,0.728250
MagicTelescope,2.0000,uniform,31,0.634500
MagicTelescope,2.0000,fixed,31,0.574000
MagicTelescope,2.0000,bgr,31,0.628750
MagicTelescope,2.0000,uniform,32,0.699500
MagicTelescope,2.0000,fixed,32,0.729250
MagicTelescope,2.0000,bgr,32,0.731500
MagicTelescope,2.0000,uniform,33,0.712500
MagicTelescope,2.0000,fixed,33,0.713000
MagicTelescope,2.0000,bgr,33,0.752750
MagicTelescope,2.0000,uniform,34,0.562250
MagicTelescope,2.0000,fixed,34,0.621000
MagicTelescope,2.0000,bgr,34,0.710500
MagicTelescope,2.0000,uniform,35,0.665000
MagicTelescope,2.0000,fixed,35,0.671500
MagicTelescope,2.0000,bgr,35,0.714500
MagicTelescope,2.0000,uniform,36,0.714250
MagicTelescope,2.0000,fixed,36,0.717250
MagicTelescope,2.0000,bgr,36,0.746000
MagicTelescope,2.0000,uniform,37,0.604250
MagicTelescope,2.0000,fixed,37,0.733750
MagicTelescope,2.0000,bgr,37,0.767750
MagicTelescope,2.0000,uniform,38,0.635250
MagicTelescope,2.0000,fixed,38,0.708000
MagicTelescope,2.0000,bgr,38,0.774250
MagicTelescope,2.0000,uniform,39,0.705750
MagicTelescope,2.0000,fixed,39,0.692000
MagicTelescope,2.0000,bgr,39,0.743250
MagicTelescope,2.0000,uniform,40,0.604250
MagicTelescope,2.0000,fixed,40,0.725500
MagicTelescope,2.0000,bgr,40,0.758250
MagicTelescope,2.0000,uniform,41,0.659000
MagicTelescope,2.0000,fixed,41,0.780750
MagicTelescope,2.0000,bgr,41,0.771000
MagicTelescope,2.0000,uniform,42,0.728000
MagicTelescope,2.0000,fixed,42,0.703750
MagicTelescope,2.0000,bgr,42,0.740500
MagicTelescope,2.0000,uniform,43,0.700750
MagicTelescope,2.0000,fixed,43,0.653000
MagicTelescope,2.0000,bgr,43,0.751250
MagicTelescope,2.0000,uniform,44,0.686500
MagicTelescope,2.0000,fixed,44,0.616250
MagicTelescope,2.0000,bgr,44,0.797000
MagicTelescope,2.0000,uniform,45,0.717250
MagicTelescope,2.0000,fixed,45,0.674750
MagicTelescope,2.0000,bgr,45,0.734750
MagicTelescope,2.0000,uniform,46,0.626000
MagicTelescope,2.0000,fixed,46,0.692500
MagicTelescope,2.0000,bgr,46,0.725250
MagicTelescope,2.0000,uniform,47,0.681500
MagicTelescope,2.0000,fixed,47,0.680500
MagicTelescope,2.0000,bgr,47,0.745500
MagicTelescope,2.0000,uniform,48,0.671250
MagicTelescope,2.0000,fixed,48,0.628250
MagicTelescope,2.0000,bgr,48,0.700500
MagicTelescope,2.0000,uniform,49,0.688750
MagicTelescope,2.0000,fixed,49,0.692750
MagicTelescope,2.0000,bgr,49,0.698000
MagicTelescope,2.0000,uniform,50,0.751500
MagicTelescope,2.0000,fixed,50,0.700500
MagicTelescope,2.0000,bgr,50,0.724250
MagicTelescope,2.0000,uniform,51,0.683750
MagicTelescope,2.0000,fixed,51,0.700250
MagicTelescope,2.0000,bgr,51,0.731750
MagicTelescope,2.0000,uniform,52,0.577500
MagicTelescope,2.0000,fixed,52,0.753250
MagicTelescope,2.0000,bgr,52,0.729500
MagicTelescope,2.0000,uniform,53,0.724750
MagicTelescope,2.0000,fixed,53,0.670500
MagicTelescope,2.0000,bgr,53,0.634750
MagicTelescope,2.0000,uniform,54,0.739750
MagicTelescope,2.0000,fixed,54,0.722750
MagicTelescope,2.0000,bgr,54,0.755250
MagicTelescope,2.0000,uniform,55,0.662500
MagicTelescope,2.0000,fixed,55,0.569750
MagicTelescope,2.0000,bgr,55,0.786500
MagicTelescope,2.0000,uniform,56,0.602250
MagicTelescope,2.0000,fixed,56,0.538250
MagicTelescope,2.0000,bgr,56,0.749250
MagicTelescope,2.0000,uniform,57,0.646500
MagicTelescope,2.0000,fixed,57,0.732000
MagicTelescope,2.0000,bgr,57,0.745500
MagicTelescope,2.0000,uniform,58,0.780000
MagicTelescope,2.0000,fixed,58,0.707250
MagicTelescope,2.0000,bgr,58,0.771750
MagicTelescope,2.0000,uniform,59,0.601000
MagicTelescope,2.0000,fixed,59,0.718500
MagicTelescope,2.0000,bgr,59,0.669250
eeg-eye-state,2.0000,uniform,30,0.512750
eeg-eye-state,2.0000,fixed,30,0.516750
eeg-eye-state,2.0000,bgr,30,0.523750
eeg-eye-state,2.0000,uniform,31,0.577250
eeg-eye-state,2.0000,fixed,31,0.557500
eeg-eye-state,2.0000,bgr,31,0.608250
