seed,radius,trial,success,progress,start_x,end_x
3,1.25,9,0,0.022955502847196774,-0.31380314086128686,-0.2908476380140901
3,1.5,0,0,0.02365557700284071,-0.31380314086128686,-0.29014756385844614
3,1.5,1,0,0.02332154149137511,-0.31380314086128686,-0.29048159936991175
3,1.5,2,0,0.03559611587486278,-0.31380314086128686,-0.2782070249864241
3,1.5,3,0,0.015330769419156731,-0.31380314086128686,-0.2984723714421301
3,1.5,4,0,0.03805985195513767,-0.31380314086128686,-0.2757432889061492
3,1.5,5,0,0.027488321706052088,-0.31380314086128686,-0.28631481915523477
3,1.5,6,0,0.03189502719020104,-0.31380314086128686,-0.2819081136710858
3,1.5,7,0,0.035206864352195555,-0.31380314086128686,-0.2785962765090913
3,1.5,8,0,0.017581790292355792,-0.31380314086128686,-0.29622135056893106
3,1.5,9,0,0.02294389054681034,-0.31380314086128686,-0.2908592503144765
3,2.0,0,0,0.024158842229981492,-0.31380314086128686,-0.28964429863130536
3,2.0,1,0,0.027432608924187696,-0.31380314086128686,-0.28637053193709916
3,2.0,2,0,0.03997456941413213,-0.31380314086128686,-0.2738285714471547
3,2.0,3,0,0.012775711664575085,-0.31380314086128686,-0.30102742919671177
3,2.0,4,0,0.04374317380627557,-0.31380314086128686,-0.2700599670550113
3,2.0,5,0,0.029244172449268968,-0.31380314086128686,-0.2845589684120179
3,2.0,6,0,0.03520252815056718,-0.31380314086128686,-0.2786006127107197
3,2.0,7,0,0.03930109327260506,-0.31380314086128686,-0.2745020475886818
3,2.0,8,0,0.016022839025606417,-0.31380314086128686,-0.29778030183568044
3,2.0,9,0,0.022805732110032617,-0.31380314086128686,-0.29099740875125424
4,0.0,0,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,1,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,2,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,3,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,4,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,5,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,6,1,0.2030444227969519,-0.21149971837907725,-0.008455295582125346
4,0.0,7,0,0.11831677811018315,-0.21149971837907725,-0.0931829402688941
4,0.0,8,0,0.016872783643137046,-0.21149971837907725,-0.1946269347359402
4,0.0,9,0,0.016872783643137046,-0.21149971837907725,-0.1946269347359402
4,0.25,0,0,0.016454052065898644,-0.21149971837907725,-0.1950456663131786
4,0.25,1,0,0.016210666585137534,-0.21149971837907725,-0.1952890517939397
4,0.25,2,0,0.015008509815010895,-0.21149971837907725,-0.19649120856406635
4,0.25,3,0,0.014985526672989358,-0.21149971837907725,-0.1965141917060879
4,0.25,4,0,0.01766847938945862,-0.21149971837907725,-0.19383123898961863
4,0.25,5,0,0.0163789020292075,-0.21149971837907725,-0.19512081634986975
4,0.25,6,0,0.016488116101827544,-0.21149971837907725,-0.1950116022772497
4,0.25,7,0,0.016632107240894006,-0.21149971837907725,-0.19486761113818324
4,0.25,8,0,0.0193915309738181,-0.21149971837907725,-0.19210818740525915
4,0.25,9,0,0.019734037021982787,-0.21149971837907725,-0.19176568135709446
4,0.5,0,0,0.016079918679677757,-0.21149971837907725,-0.1954197996993995
4,0.5,1,0,0.015549617894018791,-0.21149971837907725,-0.19595010048505845
4,0.5,2,0,0.013169344736722127,-0.21149971837907725,-0.19833037364235512
4,0.5,3,0,0.01309317061125656,-0.21149971837907725,-0.19840654776782068
4,0.5,4,0,0.018478888924108483,-0.21149971837907725,-0.19302082945496876
4,0.5,5,0,0.01588245769590932,-0.21149971837907725,-0.19561726068316793
4,0.5,6,0,0.016099871446022374,-0.21149971837907725,-0.19539984693305487
4,0.5,7,0,0.016401061132560513,-0.21149971837907725,-0.19509865724651673
4,0.5,8,0,0.02190847234858012,-0.21149971837907725,-0.18959124603049712
4,0.5,9,0,0.02259548483517848,-0.21149971837907725,-0.18890423354389876
4,0.75,0,0,0.01572160075082027,-0.21149971837907725,-0.19577811762825698
4,0.75,1,0,0.014919786365696769,-0.21149971837907725,-0.19657993201338048
4,0.75,2,0,0.011309693996754994,-0.21149971837907725,-0.20019002438232225
4,0.75,3,0,0.011189772052246805,-0.21149971837907725,-0.20030994632683044
4,0.75,4,0,0.01930518359760161,-0.21149971837907725,-0.19219453478147563
