dataset,target_radius,method,seed,final_rauc
phoneme,2.0000,bgr,4,0.713000
phoneme,2.0000,uniform,5,0.648750
phoneme,2.0000,fixed,5,0.653000
phoneme,2.0000,bgr,5,0.749250
phoneme,2.0000,uniform,6,0.734250
phoneme,2.0000,fixed,6,0.741250
phoneme,2.0000,bgr,6,0.724000
phoneme,2.0000,uniform,7,0.701750
phoneme,2.0000,fixed,7,0.652500
phoneme,2.0000,bgr,7,0.741750
phoneme,2.0000,uniform,8,0.696500
phoneme,2.0000,fixed,8,0.705000
phoneme,2.0000,bgr,8,0.748500
phoneme,2.0000,uniform,9,0.716500
phoneme,2.0000,fixed,9,0.718500
phoneme,2.0000,bgr,9,0.696000
phoneme,2.0000,uniform,10,0.664000
phoneme,2.0000,fixed,10,0.551000
phoneme,2.0000,bgr,10,0.703250
phoneme,2.0000,uniform,11,0.706000
phoneme,2.0000,fixed,11,0.687000
phoneme,2.0000,bgr,11,0.658750
phoneme,2.0000,uniform,12,0.610750
phoneme,2.0000,fixed,12,0.590750
phoneme,2.0000,bgr,12,0.696000
phoneme,2.0000,uniform,13,0.684000
phoneme,2.0000,fixed,13,0.721250
phoneme,2.0000,bgr,13,0.728000
phoneme,2.0000,uniform,14,0.709750
phoneme,2.0000,fixed,14,0.633250
phoneme,2.0000,bgr,14,0.682250
phoneme,2.0000,uniform,15,0.701500
phoneme,2.0000,fixed,15,0.706750
phoneme,2.0000,bgr,15,0.707750
